报告年份,原始文件,年度文件内行号,段内对齐序号,全局对齐序号,中文,英文,中文句数,英文句数,对齐类型,对齐成本,中文字符数,英文词数,英中长度比例,是否需要人工复核,问题类型,清洗说明,原始中文,原始英文,中文清洗动作,英文清洗动作
2025,02_report_2025.csv,18,6,93,部分企业生产经营困难，账款拖欠问题仍较突出。,"Some enterprises face difficulties in production and operations, and overdue payments remain a prominent issue for enterprises.",1,1,1-1,0.0247,22,17,0.7727,False,,无需自动清洗 | 无需自动清洗,部分企业生产经营困难，账款拖欠问题仍较突出。,"Some enterprises face difficulties in production and operations, and overdue payments remain a prominent issue for enterprises.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,18,7,94,群众就业增收面临压力。,There are pressures on job creation and income growth.,1,1,1-1,0.0819,11,9,0.8182,False,,无需自动清洗 | 无需自动清洗,群众就业增收面临压力。,There are pressures on job creation and income growth.,无需自动清洗,无需自动清洗
2025,02_report_2025.csv,18,8,95,民生领域存在短板。一些地方基层财政困难。,"In addition, there are weak links in our work to ensure public wellbeing and some primary-level governments have fiscal difficulties.",2,1,2-1,0.4326,20,20,1.0,False,,无需自动清洗 | 无需自动清洗,民生领域存在短板。一些地方基层财政困难。,"In addition, there are weak links in our work to ensure public wellbeing and some primary-level governments have fiscal difficulties.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,18,9,96,社会矛盾化解和风险防范工作还需要加强。,Greater efforts need to be made to address social problems and guard against risks.,1,1,1-1,0.0228,19,14,0.7368,False,,无需自动清洗 | 无需自动清洗,社会矛盾化解和风险防范工作还需要加强。,Greater efforts need to be made to address social problems and guard against risks.,无需自动清洗,无需自动清洗
2025,02_report_2025.csv,18,10,97,政府效能和依法行政能力有待提升。,We in government need to improve our performance and capacity for conducting law-based administration.,1,1,1-1,0.149,16,14,0.875,False,,无需自动清洗 | 无需自动清洗,政府效能和依法行政能力有待提升。,We in government need to improve our performance and capacity for conducting law-based administration.,无需自动清洗,无需自动清洗
2025,02_report_2025.csv,18,11,98,一些工作协调配合不够，有的政策落地偏慢、效果不及预期。,"Coordination and cooperation are lacking in some areas of our work, and the pace of implementation for some policies is too slow, with the results being less than expected. Some government departments are not fully service-oriented and are thus often inefficient.",1,2,1-2,0.8503,27,41,1.5185,False,,无需自动清洗 | 无需自动清洗,一些工作协调配合不够，有的政策落地偏慢、效果不及预期。,"Coordination and cooperation are lacking in some areas of our work, and the pace of implementation for some policies is too slow, with the results being less than expected. Some government departments are not fully service-oriented and are thus often inefficient.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,18,12,99,有的部门服务观念不强、办事效率不高。,Some officials either act arbitrarily or lack the drive and ability to deliver.,1,1,1-1,0.0429,18,13,0.7222,False,,无需自动清洗 | 无需自动清洗,有的部门服务观念不强、办事效率不高。,Some officials either act arbitrarily or lack the drive and ability to deliver.,无需自动清洗,无需自动清洗
2025,02_report_2025.csv,18,13,100,一些干部乱作为、不作为、不善为，一些领域和地方腐败问题依然多发。,Corruption remains a common problem in some sectors and localities. We must face these difficulties and problems head-on and have stronger confidence in our development.,1,2,1-2,0.1857,32,25,0.7812,False,,无需自动清洗 | 无需自动清洗,一些干部乱作为、不作为、不善为，一些领域和地方腐败问题依然多发。,Corruption remains a common problem in some sectors and localities. We must face these difficulties and problems head-on and have stronger confidence in our development.,无需自动清洗,无需自动清洗
2025,02_report_2025.csv,18,15,102,我国具有显著的制度优势，有超大规模市场、完备产业体系、丰富人力人才资源等诸多优势条件，有长远规划、科学调控、上下协同的有效治理机制，有需求升级、结构优化、动能转换的广阔增量空间，经济长期向好的基本趋势没有改变也不会改变，我国经济航船必将乘风破浪、行稳致远！,The underlying trend of long-term economic growth has not changed and will not change. The giant ship of China's economy will continue to cleave the waves and sail steadily toward the future.,1,2,1-2,1.2537,128,32,0.25,False,,无需自动清洗 | 无需自动清洗,我国具有显著的制度优势，有超大规模市场、完备产业体系、丰富人力人才资源等诸多优势条件，有长远规划、科学调控、上下协同的有效治理机制，有需求升级、结构优化、动能转换的广阔增量空间，经济长期向好的基本趋势没有改变也不会改变，我国经济航船必将乘风破浪、行稳致远！,The underlying trend of long-term economic growth has not changed and will not change. The giant ship of China's economy will continue to cleave the waves and sail steadily toward the future.,无需自动清洗,无需自动清洗
2025,02_report_2025.csv,19,1,103,二、2025年经济社会发展总体要求和政策取向,II. Overall Requirements and Policy Orientations for Economic and Social Development in 2025,1,2,1-2,0.15,22,12,0.5455,False,,无需自动清洗 | 无需自动清洗,二、2025年经济社会发展总体要求和政策取向,II. Overall Requirements and Policy Orientations for Economic and Social Development in 2025,无需自动清洗,无需自动清洗
2025,02_report_2025.csv,20,1,104,今年是“十四五”规划收官之年。,The year 2025 is the final year for implementing the 14th Five-Year Plan (2021–2025).,1,1,1-1,0.0739,15,12,0.8,False,,无需自动清洗 | 无需自动清洗,今年是“十四五”规划收官之年。,The year 2025 is the final year for implementing the 14th Five-Year Plan (2021–2025).,无需自动清洗,无需自动清洗
2025,02_report_2025.csv,22,1,106,提出上述预期目标，综合考虑了国内外形势和各方面因素，兼顾了需要与可能。,"In proposing these targets, we have considered evolving dynamics both at home and abroad and other relevant factors, including both what is needed and what is possible.",1,1,1-1,0.0144,35,27,0.7714,False,,无需自动清洗 | 无需自动清洗,提出上述预期目标，综合考虑了国内外形势和各方面因素，兼顾了需要与可能。,"In proposing these targets, we have considered evolving dynamics both at home and abroad and other relevant factors, including both what is needed and what is possible.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,22,2,107,经济增长预期目标为5%左右，既是稳就业、防风险、惠民生的需要，也有经济增长潜力和有利条件支撑，并与中长期发展目标相衔接，突出迎难而上、奋发有为的鲜明导向。,"In setting the growth rate at around 5 percent, we have taken into account the need to stabilize employment, prevent risks, and improve the people's wellbeing, as well as the potential for growth and the conditions supporting growth. A target of around 5 percent is well aligned with our mid- and long-term development goals and underscores our resolve to meet difficulties head-on and strive hard to deliver.",1,2,1-2,0.2257,77,65,0.8442,False,,无需自动清洗 | 无需自动清洗,经济增长预期目标为5%左右，既是稳就业、防风险、惠民生的需要，也有经济增长潜力和有利条件支撑，并与中长期发展目标相衔接，突出迎难而上、奋发有为的鲜明导向。,"In setting the growth rate at around 5 percent, we have taken into account the need to stabilize employment, prevent risks, and improve the people's wellbeing, as well as the potential for growth and the conditions supporting growth. A target of around 5 percent is well aligned with our mid- and long-term development goals and underscores our resolve to meet difficulties head-on and strive hard to deliver.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,22,3,108,城镇调查失业率5.5%左右，体现了在就业总量和结构性矛盾更加突出背景下，加大稳就业力度的要求。,"In view of the overall job creation target and more pronounced structural employment problems, we have set the surveyed urban unemployment rate at around 5.5 percent, which is necessary for providing more support to stabilize employment.",1,1,1-1,0.0497,47,35,0.7447,False,,无需自动清洗 | 无需自动清洗,城镇调查失业率5.5%左右，体现了在就业总量和结构性矛盾更加突出背景下，加大稳就业力度的要求。,"In view of the overall job creation target and more pronounced structural employment problems, we have set the surveyed urban unemployment rate at around 5.5 percent, which is necessary for providing more support to stabilize employment.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,22,4,109,居民消费价格涨幅2%左右，目的在于通过各项政策和改革共同作用，改善供求关系，使价格总水平处在合理区间。,"With a CPI increase projected at around 2 percent, we aim to better balance supply and demand through a combination of policies and reform measures, so that the general price level will stay within an appropriate range.",1,1,1-1,0.1032,51,36,0.7059,False,,无需自动清洗 | 无需自动清洗,居民消费价格涨幅2%左右，目的在于通过各项政策和改革共同作用，改善供求关系，使价格总水平处在合理区间。,"With a CPI increase projected at around 2 percent, we aim to better balance supply and demand through a combination of policies and reform measures, so that the general price level will stay within an appropriate range.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,22,5,110,实现这些目标很不容易，必须付出艰苦努力。,"Achieving this year's targets will not be easy, and we must make arduous efforts to meet them.",1,1,1-1,0.0826,20,17,0.85,False,,无需自动清洗 | 无需自动清洗,实现这些目标很不容易，必须付出艰苦努力。,"Achieving this year's targets will not be easy, and we must make arduous efforts to meet them.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,23,1,111,我们将坚持稳中求进、以进促稳，守正创新、先立后破，系统集成、协同配合，充实完善政策工具箱，根据形势变化动态调整政策，提高宏观调控的前瞻性、针对性、有效性。,"We will stay committed to pursuing progress while ensuring stability, promoting stability through progress, upholding fundamental principles and breaking new ground, establishing the new before abolishing the old, and promoting systematic integration and efficient coordination. We will enrich and improve our policy toolkit, make timely policy adjustments in light of new developments, and make macro regulation more forward-looking, targeted, and effective.",1,2,1-2,0.1933,77,61,0.7922,False,,无需自动清洗 | 无需自动清洗,我们将坚持稳中求进、以进促稳，守正创新、先立后破，系统集成、协同配合，充实完善政策工具箱，根据形势变化动态调整政策，提高宏观调控的前瞻性、针对性、有效性。,"We will stay committed to pursuing progress while ensuring stability, promoting stability through progress, upholding fundamental principles and breaking new ground, establishing the new before abolishing the old, and promoting systematic integration and efficient coordination. We will enrich and improve our policy toolkit, make timely policy adjustments in light of new developments, and make macro regulation more forward-looking, targeted, and effective.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,23,2,112,注重目标引领，把握政策取向，讲求时机力度，强化系统思维，提升宏观政策实施效能。,We will remain target-oriented and maintain the correct policy orientation with the right timing and intensity. We will enhance systems thinking and implement macro policies more effectively.,1,2,1-2,0.2415,39,27,0.6923,False,,无需自动清洗 | 无需自动清洗,注重目标引领，把握政策取向，讲求时机力度，强化系统思维，提升宏观政策实施效能。,We will remain target-oriented and maintain the correct policy orientation with the right timing and intensity. We will enhance systems thinking and implement macro policies more effectively.,无需自动清洗,无需自动清洗
2025,02_report_2025.csv,24,1,113,实施更加积极的财政政策。,We should adopt a more proactive fiscal policy.,1,1,1-1,0.1613,12,8,0.6667,False,,无需自动清洗 | 无需自动清洗,实施更加积极的财政政策。,We should adopt a more proactive fiscal policy.,无需自动清洗,无需自动清洗
2025,02_report_2025.csv,24,2,114,统筹安排收入、债券等各类财政资金，确保财政政策持续用力、更加给力。,"We will make good use of revenues, bonds, and other fiscal funds to ensure that fiscal policies provide sustained and more effective support.",1,1,1-1,0.1169,33,23,0.697,False,,无需自动清洗 | 无需自动清洗,统筹安排收入、债券等各类财政资金，确保财政政策持续用力、更加给力。,"We will make good use of revenues, bonds, and other fiscal funds to ensure that fiscal policies provide sustained and more effective support.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,24,3,115,今年赤字率拟按4%左右安排、比上年提高1个百分点，赤字规模5.66万亿元、比上年增加1.6万亿元。,"We have set the deficit-to-GDP ratio for this year at around 4 percent, an increase of one percentage point over last year. The government deficit is set at 5.66 trillion yuan, an increase of 1.6 trillion yuan over last year's budget figure.",1,2,1-2,0.1912,49,40,0.8163,False,,无需自动清洗 | 无需自动清洗,今年赤字率拟按4%左右安排、比上年提高1个百分点，赤字规模5.66万亿元、比上年增加1.6万亿元。,"We have set the deficit-to-GDP ratio for this year at around 4 percent, an increase of one percentage point over last year. The government deficit is set at 5.66 trillion yuan, an increase of 1.6 trillion yuan over last year's budget figure.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,24,4,116,一般公共预算支出规模29.7万亿元、比上年增加1.2万亿元。,"Expenditure in the general public budget is projected to reach 29.7 trillion yuan, an increase of 1.2 trillion yuan over last year.",1,1,1-1,0.1613,30,20,0.6667,False,,无需自动清洗 | 无需自动清洗,一般公共预算支出规模29.7万亿元、比上年增加1.2万亿元。,"Expenditure in the general public budget is projected to reach 29.7 trillion yuan, an increase of 1.2 trillion yuan over last year.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,24,5,117,拟发行超长期特别国债1.3万亿元、比上年增加3000亿元。拟发行特别国债5000亿元，支持国有大型商业银行补充资本。,"A total of 1.3 trillion yuan of ultra-long special treasury bonds will be issued, 300 billion yuan more than last year, and 500 billion yuan of special treasury bonds will be issued to support large state-owned commercial banks in replenishing capital.",2,1,2-1,0.3287,58,38,0.6552,False,,无需自动清洗 | 无需自动清洗,拟发行超长期特别国债1.3万亿元、比上年增加3000亿元。拟发行特别国债5000亿元，支持国有大型商业银行补充资本。,"A total of 1.3 trillion yuan of ultra-long special treasury bonds will be issued, 300 billion yuan more than last year, and 500 billion yuan of special treasury bonds will be issued to support large state-owned commercial banks in replenishing capital.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,24,6,118,拟安排地方政府专项债券4.4万亿元、比上年增加5000亿元，重点用于投资建设、土地收储和收购存量商品房、消化地方政府拖欠企业账款等。,"This year, 4.4 trillion yuan of local government special-purpose bonds will be issued, an increase of 500 billion yuan over last year. The funds raised from these special-purpose bonds will be mainly used for construction investment, land acquisition and reserve, purchase of commodity housing stock, and settlement of overdue payments owed by local governments to enterprises.",1,2,1-2,0.1935,66,54,0.8182,False,,无需自动清洗 | 无需自动清洗,拟安排地方政府专项债券4.4万亿元、比上年增加5000亿元，重点用于投资建设、土地收储和收购存量商品房、消化地方政府拖欠企业账款等。,"This year, 4.4 trillion yuan of local government special-purpose bonds will be issued, an increase of 500 billion yuan over last year. The funds raised from these special-purpose bonds will be mainly used for construction investment, land acquisition and reserve, purchase of commodity housing stock, and settlement of overdue payments owed by local governments to enterprises.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,24,7,119,今年合计新增政府债务总规模11.86万亿元、比上年增加2.9万亿元，财政支出强度明显加大。要加快各项资金下达拨付，尽快形成实际支出。,"This year, new government debt will total 11.86 trillion yuan, an increase of 2.9 trillion yuan over last year, enabling a notably higher level of spending. Various funds will be allocated more quickly to local governments to ensure that actual spending begins as soon as possible.",2,2,2-2,0.4613,66,44,0.6667,False,,无需自动清洗 | 无需自动清洗,今年合计新增政府债务总规模11.86万亿元、比上年增加2.9万亿元，财政支出强度明显加大。要加快各项资金下达拨付，尽快形成实际支出。,"This year, new government debt will total 11.86 trillion yuan, an increase of 2.9 trillion yuan over last year, enabling a notably higher level of spending. Various funds will be allocated more quickly to local governments to ensure that actual spending begins as soon as possible.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,24,8,120,持续优化支出结构，更加注重惠民生、促消费、增后劲，切实提高资金使用效益。,"We will continue to improve the spending structure, with greater priority given to improving the people's wellbeing, boosting consumption, and making growth more sustainable, and we will see that funds are used more effectively.",1,1,1-1,0.187,36,34,0.9444,False,,无需自动清洗 | 无需自动清洗,持续优化支出结构，更加注重惠民生、促消费、增后劲，切实提高资金使用效益。,"We will continue to improve the spending structure, with greater priority given to improving the people's wellbeing, boosting consumption, and making growth more sustainable, and we will see that funds are used more effectively.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,24,9,121,中央财政加大对地方一般性转移支付力度，向困难地区和欠发达地区倾斜。严格落实分级保障责任，筑牢兜实基层“三保”底线。,"The central government will increase general transfer payments to local governments and provide more support to localities facing economic difficulty and underdeveloped areas. We will see to it that governments at all levels fulfill their respective responsibilities and that, at the primary level, basic living needs are met, salaries are paid, and governments function normally.",2,2,2-2,0.5084,57,55,0.9649,False,,无需自动清洗 | 无需自动清洗,中央财政加大对地方一般性转移支付力度，向困难地区和欠发达地区倾斜。严格落实分级保障责任，筑牢兜实基层“三保”底线。,"The central government will increase general transfer payments to local governments and provide more support to localities facing economic difficulty and underdeveloped areas. We will see to it that governments at all levels fulfill their respective responsibilities and that, at the primary level, basic living needs are met, salaries are paid, and governments function normally.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,24,10,122,坚持政府过紧日子，推进财政科学管理，严肃财经纪律，严禁铺张浪费，腾出更多资金用于发展所需、民生所盼。,"We in government will continue to keep our belts tightened, exercise sound fiscal management, maintain strict financial and economic discipline, and prohibit wasteful spending, so as to free up more funds to support development and meet people's expectations for a better life.",1,1,1-1,0.0698,50,42,0.84,False,,无需自动清洗 | 无需自动清洗,坚持政府过紧日子，推进财政科学管理，严肃财经纪律，严禁铺张浪费，腾出更多资金用于发展所需、民生所盼。,"We in government will continue to keep our belts tightened, exercise sound fiscal management, maintain strict financial and economic discipline, and prohibit wasteful spending, so as to free up more funds to support development and meet people's expectations for a better life.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,25,1,123,实施适度宽松的货币政策。,We should apply an appropriately accommodative monetary policy.,1,1,1-1,0.1531,12,8,0.6667,False,,无需自动清洗 | 无需自动清洗,实施适度宽松的货币政策。,We should apply an appropriately accommodative monetary policy.,无需自动清洗,无需自动清洗
2025,02_report_2025.csv,25,2,124,发挥好货币政策工具的总量和结构双重功能，适时降准降息，保持流动性充裕，使社会融资规模、货币供应量增长同经济增长、价格总水平预期目标相匹配。,"We will fully leverage the role of monetary policy instruments in adjusting both the monetary aggregate and structure, make timely cuts to required reserve ratios and interest rates, and maintain adequate liquidity. This will ensure that increases in aggregate financing and money supply are in step with projected economic growth and CPI levels.",1,2,1-2,0.1615,69,53,0.7681,False,,无需自动清洗 | 无需自动清洗,发挥好货币政策工具的总量和结构双重功能，适时降准降息，保持流动性充裕，使社会融资规模、货币供应量增长同经济增长、价格总水平预期目标相匹配。,"We will fully leverage the role of monetary policy instruments in adjusting both the monetary aggregate and structure, make timely cuts to required reserve ratios and interest rates, and maintain adequate liquidity. This will ensure that increases in aggregate financing and money supply are in step with projected economic growth and CPI levels.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,25,3,125,优化和创新结构性货币政策工具，更大力度促进楼市股市健康发展，加大对科技创新、绿色发展、提振消费以及民营、小微企业等的支持。,"We will refine and develop new structural monetary policy instruments to provide stronger support for sound development of the real estate sector and the stock market, for scientific and technological innovation, green development, the boosting of consumption, and for private businesses and micro and small enterprises.",1,1,1-1,0.0299,61,46,0.7541,False,,无需自动清洗 | 无需自动清洗,优化和创新结构性货币政策工具，更大力度促进楼市股市健康发展，加大对科技创新、绿色发展、提振消费以及民营、小微企业等的支持。,"We will refine and develop new structural monetary policy instruments to provide stronger support for sound development of the real estate sector and the stock market, for scientific and technological innovation, green development, the boosting of consumption, and for private businesses and micro and small enterprises.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,25,4,126,进一步疏通货币政策传导渠道，完善利率形成和传导机制，落实无还本续贷政策，强化融资增信和风险分担等支持措施。,"We will further broaden the channels for monetary policy transmission and improve the mechanisms for setting and transmitting interest rates. We will implement the policy on granting loan renewals without full repayment of the principal and introduce more supportive measures for credit enhancement, risk sharing, and other matters.",1,2,1-2,0.3033,53,48,0.9057,False,,无需自动清洗 | 无需自动清洗,进一步疏通货币政策传导渠道，完善利率形成和传导机制，落实无还本续贷政策，强化融资增信和风险分担等支持措施。,"We will further broaden the channels for monetary policy transmission and improve the mechanisms for setting and transmitting interest rates. We will implement the policy on granting loan renewals without full repayment of the principal and introduce more supportive measures for credit enhancement, risk sharing, and other matters.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,25,5,127,推动社会综合融资成本下降，提升金融服务可获得性和便利度。,We will work to reduce overall financing costs and make financial services more accessible and convenient.,1,1,1-1,0.3073,28,16,0.5714,False,,无需自动清洗 | 无需自动清洗,推动社会综合融资成本下降，提升金融服务可获得性和便利度。,We will work to reduce overall financing costs and make financial services more accessible and convenient.,无需自动清洗,无需自动清洗
2025,02_report_2025.csv,25,6,128,保持人民币汇率在合理均衡水平上的基本稳定。,"The RMB exchange rate will be kept generally stable at an adaptive, balanced level.",1,1,1-1,0.1531,21,14,0.6667,False,,无需自动清洗 | 无需自动清洗,保持人民币汇率在合理均衡水平上的基本稳定。,"The RMB exchange rate will be kept generally stable at an adaptive, balanced level.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,25,7,129,拓展中央银行宏观审慎与金融稳定功能，创新金融工具，维护金融市场稳定。,We will expand the role of the People's Bank of China in practicing macro-prudential management and stabilizing the financial sector and create new financial instruments to keep the financial market stable.,1,1,1-1,0.16,34,31,0.9118,False,,无需自动清洗 | 无需自动清洗,拓展中央银行宏观审慎与金融稳定功能，创新金融工具，维护金融市场稳定。,We will expand the role of the People's Bank of China in practicing macro-prudential management and stabilizing the financial sector and create new financial instruments to keep the financial market stable.,无需自动清洗,无需自动清洗
2025,02_report_2025.csv,26,1,130,强化宏观政策民生导向。,We should pursue people-oriented macro policies. We will take a people-centered approach and place a stronger economic policy focus on improving living standards and boosting consumer spending.,1,2,1-2,1.4026,11,27,2.4545,False,,无需自动清洗 | 无需自动清洗,强化宏观政策民生导向。,We should pursue people-oriented macro policies. We will take a people-centered approach and place a stronger economic policy focus on improving living standards and boosting consumer spending.,无需自动清洗,无需自动清洗
2025,02_report_2025.csv,26,2,131,坚持以人民为中心，经济政策的着力点更多转向惠民生、促消费，以消费提振畅通经济循环，以消费升级引领产业升级，在保障和改善民生中打造新的经济增长点。,We will boost and upgrade consumption to stimulate economic flows and industrial upgrading. We will also foster new growth drivers by ensuring and improving the people's wellbeing.,1,2,1-2,0.7761,72,27,0.375,False,,无需自动清洗 | 无需自动清洗,坚持以人民为中心，经济政策的着力点更多转向惠民生、促消费，以消费提振畅通经济循环，以消费升级引领产业升级，在保障和改善民生中打造新的经济增长点。,We will boost and upgrade consumption to stimulate economic flows and industrial upgrading. We will also foster new growth drivers by ensuring and improving the people's wellbeing.,无需自动清洗,无需自动清洗
2025,02_report_2025.csv,26,3,132,推动更多资金资源“投资于人”、服务于民生，支持扩大就业、促进居民增收减负、加强消费激励，形成经济发展和民生改善的良性循环。,"More funds and resources will be invested in people and used to meet their needs. This will help create more jobs, increase people's incomes and reduce their burdens, and provide more incentives to stimulate consumption, thus promoting positive interplay between economic growth and improvements in people's lives.",1,2,1-2,0.244,61,47,0.7705,False,,无需自动清洗 | 无需自动清洗,推动更多资金资源“投资于人”、服务于民生，支持扩大就业、促进居民增收减负、加强消费激励，形成经济发展和民生改善的良性循环。,"More funds and resources will be invested in people and used to meet their needs. This will help create more jobs, increase people's incomes and reduce their burdens, and provide more incentives to stimulate consumption, thus promoting positive interplay between economic growth and improvements in people's lives.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,27,1,133,打好政策“组合拳”。,We should improve policy coordination.,1,1,1-1,0.4562,10,5,0.5,False,,无需自动清洗 | 无需自动清洗,打好政策“组合拳”。,We should improve policy coordination.,无需自动清洗,无需自动清洗
2025,02_report_2025.csv,27,2,134,加强财政、货币、就业、产业、区域、贸易、环保、监管等政策协同以及与改革开放举措的协调配合，增强政策合力。,"We will ensure better coordination between fiscal, monetary, employment, industrial, regional, trade, environmental, regulatory, and other policies and see that they are well aligned with reform and opening up measures so as to create greater synergy. We will refine the working mechanism for evaluating the consistency of macro policy orientations and put it to more effective use.",1,2,1-2,0.4787,52,57,1.0962,False,,无需自动清洗 | 无需自动清洗,加强财政、货币、就业、产业、区域、贸易、环保、监管等政策协同以及与改革开放举措的协调配合，增强政策合力。,"We will ensure better coordination between fiscal, monetary, employment, industrial, regional, trade, environmental, regulatory, and other policies and see that they are well aligned with reform and opening up measures so as to create greater synergy. We will refine the working mechanism for evaluating the consistency of macro policy orientations and put it to more effective use.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,27,3,135,健全和用好宏观政策取向一致性评估工作机制，把经济政策和非经济性政策统一纳入一致性评估，统筹政策制定和执行全过程，提升政策目标、工具、时机、力度、节奏的匹配度。,"Both economic and non-economic policies will be included in evaluations. Coordination will be maintained throughout the entire process, from policy formulation to execution, to ensure proper alignment between policy targets, instruments, timing, intensity, and tempo.",1,2,1-2,0.7272,79,35,0.443,False,,无需自动清洗 | 无需自动清洗,健全和用好宏观政策取向一致性评估工作机制，把经济政策和非经济性政策统一纳入一致性评估，统筹政策制定和执行全过程，提升政策目标、工具、时机、力度、节奏的匹配度。,"Both economic and non-economic policies will be included in evaluations. Coordination will be maintained throughout the entire process, from policy formulation to execution, to ensure proper alignment between policy targets, instruments, timing, intensity, and tempo.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,27,4,136,出台实施政策要能早则早、宁早勿晚，与各种不确定性抢时间，看准了就一次性给足，提高政策实效。,"Policies should be introduced and implemented as soon as possible—it is better to act early than late, as this will buy valuable time for addressing any uncertainties that may arise. Once we are certain of a policy, we should decisively act with ample force to produce more effective outcomes.",1,2,1-2,0.4923,45,50,1.1111,False,,无需自动清洗 | 无需自动清洗,出台实施政策要能早则早、宁早勿晚，与各种不确定性抢时间，看准了就一次性给足，提高政策实效。,"Policies should be introduced and implemented as soon as possible—it is better to act early than late, as this will buy valuable time for addressing any uncertainties that may arise. Once we are certain of a policy, we should decisively act with ample force to produce more effective outcomes.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,27,5,137,加强上下联动、横向协作，促进政策从“最初一公里”到“最后一公里”衔接畅通。,We will also strengthen coordination between the central and local governments and between relevant departments to ensure that the process of policy execution is seamless from the first mile to the last.,1,1,1-1,0.0917,37,32,0.8649,False,,无需自动清洗 | 无需自动清洗,加强上下联动、横向协作，促进政策从“最初一公里”到“最后一公里”衔接畅通。,We will also strengthen coordination between the central and local governments and between relevant departments to ensure that the process of policy execution is seamless from the first mile to the last.,无需自动清洗,无需自动清洗
2025,02_report_2025.csv,27,6,138,注重倾听市场声音，协同推进政策实施和预期引导，塑造积极的社会预期。,"We will heed the market's voice, make concerted efforts to facilitate policy implementation and guide expectations, and strive to shape positive public expectations.",1,1,1-1,0.1241,33,23,0.697,False,,无需自动清洗 | 无需自动清洗,注重倾听市场声音，协同推进政策实施和预期引导，塑造积极的社会预期。,"We will heed the market's voice, make concerted efforts to facilitate policy implementation and guide expectations, and strive to shape positive public expectations.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,28,1,139,完成好今年目标任务，必须深入贯彻习近平经济思想，紧抓高质量发展这个首要任务，坚持以质取胜和发挥规模效应相统一，实现质的有效提升和量的合理增长。,"To fulfill the goals and tasks for this year, we must act on Xi Jinping Thought on the Economy and focus on the top priority of high-quality development. We need to place equal emphasis on winning through quality and drawing on economies of scale and work to both improve the quality of growth and appropriately increase output.",1,2,1-2,0.2678,71,57,0.8028,False,,无需自动清洗 | 无需自动清洗,完成好今年目标任务，必须深入贯彻习近平经济思想，紧抓高质量发展这个首要任务，坚持以质取胜和发挥规模效应相统一，实现质的有效提升和量的合理增长。,"To fulfill the goals and tasks for this year, we must act on Xi Jinping Thought on the Economy and focus on the top priority of high-quality development. We need to place equal emphasis on winning through quality and drawing on economies of scale and work to both improve the quality of growth and appropriately increase output.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,28,2,140,坚定实施扩大内需战略，做大做强国内大循环，在扩大开放中拓展国际合作空间，实现国内国际双循环在更高水平上相互促进、良性互动。,"We will firmly implement the strategy of expanding domestic demand, strengthen the domestic economy and drive its expansion, and broaden international cooperation through further opening up, so as to promote greater mutual reinforcement and higher-standard positive interplay between domestic and international economic flows.",1,1,1-1,0.0123,61,43,0.7049,False,,无需自动清洗 | 无需自动清洗,坚定实施扩大内需战略，做大做强国内大循环，在扩大开放中拓展国际合作空间，实现国内国际双循环在更高水平上相互促进、良性互动。,"We will firmly implement the strategy of expanding domestic demand, strengthen the domestic economy and drive its expansion, and broaden international cooperation through further opening up, so as to promote greater mutual reinforcement and higher-standard positive interplay between domestic and international economic flows.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,28,3,141,持续深化供给侧结构性改革，着力破解消费供给的结构性矛盾，更加注重以高质量供给引领需求、创造需求。,"We will continue to deepen supply-side structural reform, address structural gaps between consumption and supply, and do more to steer and generate demand through high-quality supply.",1,1,1-1,0.2757,48,26,0.5417,False,,无需自动清洗 | 无需自动清洗,持续深化供给侧结构性改革，着力破解消费供给的结构性矛盾，更加注重以高质量供给引领需求、创造需求。,"We will continue to deepen supply-side structural reform, address structural gaps between consumption and supply, and do more to steer and generate demand through high-quality supply.",无需自动清洗,无需自动清洗
