报告年份,原始文件,年度文件内行号,段内对齐序号,全局对齐序号,中文,英文,中文句数,英文句数,对齐类型,对齐成本,中文字符数,英文词数,英中长度比例,是否需要人工复核,问题类型,清洗说明,原始中文,原始英文,中文清洗动作,英文清洗动作
2024,01_report_2024.csv,19,13,94,加强社会治安综合治理，有效打击电信网络诈骗等违法犯罪活动，平安中国建设取得新进展。,"We adopted a full range of steps to maintain law and order and cracked down hard on telecom and online fraud and other criminal activities, thus making new progress in building a Peaceful China.",1,1,1-1,0.0243,41,34,0.8293,False,,无需自动清洗 | 无需自动清洗,加强社会治安综合治理，有效打击电信网络诈骗等违法犯罪活动，平安中国建设取得新进展。,"We adopted a full range of steps to maintain law and order and cracked down hard on telecom and online fraud and other criminal activities, thus making new progress in building a Peaceful China.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,20,1,95,一年来，中国特色大国外交全面推进。,"In 2023, we advanced major-country diplomacy with Chinese characteristics on all fronts.",1,1,1-1,0.0009,17,11,0.6471,False,,无需自动清洗 | 无需自动清洗,一年来，中国特色大国外交全面推进。,"In 2023, we advanced major-country diplomacy with Chinese characteristics on all fronts.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,20,2,96,习近平主席等党和国家领导人出访多国，出席金砖国家领导人会晤、亚太经合组织领导人非正式会议、东亚合作领导人系列会议等重大多双边活动。,"President Xi Jinping and other Party and state leaders visited many countries and attended major bilateral and multilateral events such as the 15th BRICS Summit, the 30th APEC Economic Leaders' Meeting, and the leaders' meetings on East Asian cooperation.",1,1,1-1,0.0764,65,39,0.6,False,,无需自动清洗 | 无需自动清洗,习近平主席等党和国家领导人出访多国，出席金砖国家领导人会晤、亚太经合组织领导人非正式会议、东亚合作领导人系列会议等重大多双边活动。,"President Xi Jinping and other Party and state leaders visited many countries and attended major bilateral and multilateral events such as the 15th BRICS Summit, the 30th APEC Economic Leaders' Meeting, and the leaders' meetings on East Asian cooperation.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,20,3,97,成功举办中国－中亚峰会、第三届“一带一路”国际合作高峰论坛等重大主场外交活动。,"China hosted a number of major diplomatic events, including the China-Central Asia Summit and the Third Belt and Road Forum for International Cooperation.",1,1,1-1,0.0936,39,23,0.5897,False,,无需自动清洗 | 无需自动清洗,成功举办中国－中亚峰会、第三届“一带一路”国际合作高峰论坛等重大主场外交活动。,"China hosted a number of major diplomatic events, including the China-Central Asia Summit and the Third Belt and Road Forum for International Cooperation.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,20,4,98,推动构建人类命运共同体，落实全球发展倡议、全球安全倡议、全球文明倡议，深化拓展全球伙伴关系，在解决国际和地区热点问题中发挥积极建设性作用。,"We promoted the building of a human community with a shared future and strived to put into action the Global Development Initiative, the Global Security Initiative, and the Global Civilization Initiative. We further expanded global partnerships and played an active and constructive role in addressing international and regional hotspot issues.",1,2,1-2,0.2624,69,50,0.7246,False,,无需自动清洗 | 无需自动清洗,推动构建人类命运共同体，落实全球发展倡议、全球安全倡议、全球文明倡议，深化拓展全球伙伴关系，在解决国际和地区热点问题中发挥积极建设性作用。,"We promoted the building of a human community with a shared future and strived to put into action the Global Development Initiative, the Global Security Initiative, and the Global Civilization Initiative. We further expanded global partnerships and played an active and constructive role in addressing international and regional hotspot issues.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,20,5,99,中国为促进世界和平与发展作出了重要贡献。,"With these efforts, China has made important contributions to global peace and development.",1,1,1-1,0.0037,20,13,0.65,False,,无需自动清洗 | 无需自动清洗,中国为促进世界和平与发展作出了重要贡献。,"With these efforts, China has made important contributions to global peace and development.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,22,1,101,过去一年取得的成绩，根本在于习近平总书记领航掌舵，在于习近平新时代中国特色社会主义思想科学指引，是以习近平同志为核心的党中央坚强领导的结果，是全党全军全国各族人民团结奋斗的结果。,"We owe our achievements in 2023 to General Secretary Xi Jinping, who is at the helm charting the course, to the sound guidance of Xi Jinping Thought on Socialism with Chinese Characteristics for a New Era, to the strong leadership of the Party Central Committee with Comrade Xi Jinping at its core, and to the concerted efforts of the whole Party, the armed forces, and Chinese people of all ethnic groups.",1,1,1-1,0.0296,89,70,0.7865,False,,无需自动清洗 | 无需自动清洗,过去一年取得的成绩，根本在于习近平总书记领航掌舵，在于习近平新时代中国特色社会主义思想科学指引，是以习近平同志为核心的党中央坚强领导的结果，是全党全军全国各族人民团结奋斗的结果。,"We owe our achievements in 2023 to General Secretary Xi Jinping, who is at the helm charting the course, to the sound guidance of Xi Jinping Thought on Socialism with Chinese Characteristics for a New Era, to the strong leadership of the Party Central Committee with Comrade Xi Jinping at its core, and to the concerted efforts of the whole Party, the armed forces, and Chinese people of all ethnic groups.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,22,2,102,我代表国务院，向全国各族人民，向各民主党派、各人民团体和各界人士，表示衷心感谢！,"On behalf of the State Council, I express sincere gratitude to all our people, and to all other political parties, people's organizations, and public figures from all sectors of society.",1,1,1-1,0.0179,40,30,0.75,False,,无需自动清洗 | 无需自动清洗,我代表国务院，向全国各族人民，向各民主党派、各人民团体和各界人士，表示衷心感谢！,"On behalf of the State Council, I express sincere gratitude to all our people, and to all other political parties, people's organizations, and public figures from all sectors of society.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,22,3,103,向香港特别行政区同胞、澳门特别行政区同胞、台湾同胞和海外侨胞，表示衷心感谢！向关心和支持中国现代化建设的各国政府、国际组织和各国朋友，表示衷心感谢！,"I express heartfelt appreciation to our fellow countrymen and women in the Hong Kong and Macao special administrative regions, in Taiwan, and overseas. I also express heartfelt thanks to the governments of other countries, international organizations, and friends across the world who have shown understanding and support for us in China as we pursue modernization.",2,2,2-2,0.327,74,55,0.7432,False,,无需自动清洗 | 无需自动清洗,向香港特别行政区同胞、澳门特别行政区同胞、台湾同胞和海外侨胞，表示衷心感谢！向关心和支持中国现代化建设的各国政府、国际组织和各国朋友，表示衷心感谢！,"I express heartfelt appreciation to our fellow countrymen and women in the Hong Kong and Macao special administrative regions, in Taiwan, and overseas. I also express heartfelt thanks to the governments of other countries, international organizations, and friends across the world who have shown understanding and support for us in China as we pursue modernization.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,23,1,104,在肯定成绩的同时，我们也清醒看到面临的困难和挑战。,"While recognizing our achievements, we are keenly aware of problems and challenges that confront us.",1,1,1-1,0.264,25,15,0.6,False,,无需自动清洗 | 无需自动清洗,在肯定成绩的同时，我们也清醒看到面临的困难和挑战。,"While recognizing our achievements, we are keenly aware of problems and challenges that confront us.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,23,2,105,世界经济增长动能不足，地区热点问题频发，外部环境的复杂性、严峻性、不确定性上升。,"Global economic growth lacks steam, and regional hotspot issues keep erupting. China's external environment has become more complex, severe, and uncertain.",1,2,1-2,0.5475,40,21,0.525,False,,无需自动清洗 | 无需自动清洗,世界经济增长动能不足，地区热点问题频发，外部环境的复杂性、严峻性、不确定性上升。,"Global economic growth lacks steam, and regional hotspot issues keep erupting. China's external environment has become more complex, severe, and uncertain.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,23,3,106,我国经济持续回升向好的基础还不稳固，有效需求不足，部分行业产能过剩，社会预期偏弱，风险隐患仍然较多，国内大循环存在堵点，国际循环存在干扰。,"The foundation for China's sustained economic recovery and growth is not solid enough, as evidenced by a lack of effective demand, overcapacity in some industries, weak public expectations, and many lingering risks and hidden dangers. Furthermore, there are blockages in domestic economic flows, and the global economy is affected by disruptions.",1,2,1-2,0.2054,69,51,0.7391,False,,无需自动清洗 | 无需自动清洗,我国经济持续回升向好的基础还不稳固，有效需求不足，部分行业产能过剩，社会预期偏弱，风险隐患仍然较多，国内大循环存在堵点，国际循环存在干扰。,"The foundation for China's sustained economic recovery and growth is not solid enough, as evidenced by a lack of effective demand, overcapacity in some industries, weak public expectations, and many lingering risks and hidden dangers. Furthermore, there are blockages in domestic economic flows, and the global economy is affected by disruptions.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,23,4,107,部分中小企业和个体工商户经营困难。,Some small and medium-sized enterprises (SMEs) and self-employed individuals face difficulties in their operations.,1,1,1-1,0.0527,17,14,0.8235,False,,无需自动清洗 | 无需自动清洗,部分中小企业和个体工商户经营困难。,Some small and medium-sized enterprises (SMEs) and self-employed individuals face difficulties in their operations.,无需自动清洗,无需自动清洗
2024,01_report_2024.csv,23,5,108,就业总量压力和结构性矛盾并存，公共服务仍有不少短板。,"We are confronted with both pressure on overall job creation and structural employment problems, and there are still many weak links in public services.",1,1,1-1,0.1668,26,24,0.9231,False,,无需自动清洗 | 无需自动清洗,就业总量压力和结构性矛盾并存，公共服务仍有不少短板。,"We are confronted with both pressure on overall job creation and structural employment problems, and there are still many weak links in public services.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,23,6,109,一些地方基层财力比较紧张。科技创新能力还不强。,Some primary-level governments are facing fiscal difficulties. China's capacity for scientific and technological innovation needs to be further improved.,2,2,2-2,0.3558,23,19,0.8261,False,,无需自动清洗 | 无需自动清洗,一些地方基层财力比较紧张。科技创新能力还不强。,Some primary-level governments are facing fiscal difficulties. China's capacity for scientific and technological innovation needs to be further improved.,无需自动清洗,无需自动清洗
2024,01_report_2024.csv,23,7,110,重点领域改革仍有不少硬骨头要啃。,There are still many challenging issues concerning reforms in key areas that need to be addressed.,1,1,1-1,0.2469,16,16,1.0,False,,无需自动清洗 | 无需自动清洗,重点领域改革仍有不少硬骨头要啃。,There are still many challenging issues concerning reforms in key areas that need to be addressed.,无需自动清洗,无需自动清洗
2024,01_report_2024.csv,23,8,111,生态环境保护治理任重道远。安全生产的薄弱环节不容忽视。,"We have a long way to go in protecting and improving the environment, and weak links in workplace safety should not be ignored.",2,1,2-1,0.2365,27,23,0.8519,False,,无需自动清洗 | 无需自动清洗,生态环境保护治理任重道远。安全生产的薄弱环节不容忽视。,"We have a long way to go in protecting and improving the environment, and weak links in workplace safety should not be ignored.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,23,9,112,政府工作存在不足，形式主义、官僚主义现象仍较突出，一些改革发展举措落实不到位。,"There is also room for improvement in the work of the government. Pointless formalities and bureaucratism remain acute, and some reform and development steps have yet to be fully implemented.",1,2,1-2,0.1655,39,30,0.7692,False,,无需自动清洗 | 无需自动清洗,政府工作存在不足，形式主义、官僚主义现象仍较突出，一些改革发展举措落实不到位。,"There is also room for improvement in the work of the government. Pointless formalities and bureaucratism remain acute, and some reform and development steps have yet to be fully implemented.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,23,10,113,有的干部缺乏担当实干精神，消极避责、做表面文章。,"Some officials lack the readiness to get down to work, evade responsibilities, and do their work in a perfunctory way.",1,1,1-1,0.0645,24,20,0.8333,False,,无需自动清洗 | 无需自动清洗,有的干部缺乏担当实干精神，消极避责、做表面文章。,"Some officials lack the readiness to get down to work, evade responsibilities, and do their work in a perfunctory way.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,23,11,114,一些领域腐败问题仍然多发。我们一定直面问题和挑战，尽心竭力做好工作，决不辜负人民期待和重托！,"Corruption remains a common problem in some sectors. But you can rest assured that we will face these problems and challenges head-on, make every effort to deliver, and do our utmost to live up to the expectations and trust of the people.",2,2,2-2,0.4559,46,42,0.913,False,,无需自动清洗 | 无需自动清洗,一些领域腐败问题仍然多发。我们一定直面问题和挑战，尽心竭力做好工作，决不辜负人民期待和重托！,"Corruption remains a common problem in some sectors. But you can rest assured that we will face these problems and challenges head-on, make every effort to deliver, and do our utmost to live up to the expectations and trust of the people.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,24,1,115,二、2024年经济社会发展总体要求和政策取向,II. Overall Requirements and Policy Orientation for Economic and Social Development in 2024,1,2,1-2,0.15,22,12,0.5455,False,,无需自动清洗 | 无需自动清洗,二、2024年经济社会发展总体要求和政策取向,II. Overall Requirements and Policy Orientation for Economic and Social Development in 2024,无需自动清洗,无需自动清洗
2024,01_report_2024.csv,25,1,116,今年是中华人民共和国成立75周年，是实现“十四五”规划目标任务的关键一年。,This year marks the 75th anniversary of the People's Republic of China. It is also a crucial year for achieving the objectives and tasks laid down in the 14th Five-Year Plan.,1,2,1-2,0.2824,37,31,0.8378,False,,无需自动清洗 | 无需自动清洗,今年是中华人民共和国成立75周年，是实现“十四五”规划目标任务的关键一年。,This year marks the 75th anniversary of the People's Republic of China. It is also a crucial year for achieving the objectives and tasks laid down in the 14th Five-Year Plan.,无需自动清洗,无需自动清洗
2024,01_report_2024.csv,26,1,118,综合分析研判，今年我国发展面临的环境仍是战略机遇和风险挑战并存，有利条件强于不利因素。,"A comprehensive analysis and assessment shows that China's development environment this year will continue to feature both strategic opportunities and challenges, with favorable conditions outweighing unfavorable ones.",1,1,1-1,0.0745,43,27,0.6279,False,,无需自动清洗 | 无需自动清洗,综合分析研判，今年我国发展面临的环境仍是战略机遇和风险挑战并存，有利条件强于不利因素。,"A comprehensive analysis and assessment shows that China's development environment this year will continue to feature both strategic opportunities and challenges, with favorable conditions outweighing unfavorable ones.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,26,2,119,我国具有显著的制度优势、超大规模市场的需求优势、产业体系完备的供给优势、高素质劳动者众多的人才优势，科技创新能力在持续提升，新产业、新模式、新动能在加快壮大，发展内生动力在不断积聚，经济回升向好、长期向好的基本趋势没有改变也不会改变，必须增强信心和底气。,"China has distinctive institutional strengths and the advantages of vast market demand, a complete industrial system to ensure supply, and a huge and high-caliber workforce. In addition, our country's capacity for scientific and technological innovation continues to grow, new industries, new business models, and new growth drivers are expanding at a faster pace, and the internal drive for development is building.",1,2,1-2,0.4924,127,61,0.4803,False,,无需自动清洗 | 无需自动清洗,我国具有显著的制度优势、超大规模市场的需求优势、产业体系完备的供给优势、高素质劳动者众多的人才优势，科技创新能力在持续提升，新产业、新模式、新动能在加快壮大，发展内生动力在不断积聚，经济回升向好、长期向好的基本趋势没有改变也不会改变，必须增强信心和底气。,"China has distinctive institutional strengths and the advantages of vast market demand, a complete industrial system to ensure supply, and a huge and high-caliber workforce. In addition, our country's capacity for scientific and technological innovation continues to grow, new industries, new business models, and new growth drivers are expanding at a faster pace, and the internal drive for development is building.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,26,3,120,同时要坚持底线思维，做好应对各种风险挑战的充分准备。,The underlying trend of economic recovery and long-term growth remains unchanged and will not change. So we must be more confident and more assured of ourselves.,1,2,1-2,0.5409,26,26,1.0,False,,无需自动清洗 | 无需自动清洗,同时要坚持底线思维，做好应对各种风险挑战的充分准备。,The underlying trend of economic recovery and long-term growth remains unchanged and will not change. So we must be more confident and more assured of ourselves.,无需自动清洗,无需自动清洗
2024,01_report_2024.csv,26,4,121,只要我们贯彻落实好党中央决策部署，紧紧抓住有利时机、用好有利条件，把各方面干事创业的积极性充分调动起来，一定能战胜困难挑战，推动经济持续向好、行稳致远。,"On the other hand, we should not lose sight of worst-case scenarios and should be well prepared for all risks and challenges. As long as we fully implement the decisions and plans of the Party Central Committee, make good use of all favorable opportunities and conditions, and fully leverage the motivation, dedication, and creativity of everyone, we will undoubtedly overcome difficulties and challenges and promote sound and steady economic growth.",1,2,1-2,0.4586,76,70,0.9211,False,,无需自动清洗 | 无需自动清洗,只要我们贯彻落实好党中央决策部署，紧紧抓住有利时机、用好有利条件，把各方面干事创业的积极性充分调动起来，一定能战胜困难挑战，推动经济持续向好、行稳致远。,"On the other hand, we should not lose sight of worst-case scenarios and should be well prepared for all risks and challenges. As long as we fully implement the decisions and plans of the Party Central Committee, make good use of all favorable opportunities and conditions, and fully leverage the motivation, dedication, and creativity of everyone, we will undoubtedly overcome difficulties and challenges and promote sound and steady economic growth.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,28,1,122,提出上述预期目标，综合考虑了国内外形势和各方面因素，兼顾了需要和可能。,"In setting these targets, we have considered evolving dynamics at home and abroad and other relevant factors as well as what is needed and what is possible.",1,1,1-1,0.0159,35,27,0.7714,False,,无需自动清洗 | 无需自动清洗,提出上述预期目标，综合考虑了国内外形势和各方面因素，兼顾了需要和可能。,"In setting these targets, we have considered evolving dynamics at home and abroad and other relevant factors as well as what is needed and what is possible.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,28,2,123,经济增长预期目标为5%左右，考虑了促进就业增收、防范化解风险等需要，并与“十四五”规划和基本实现现代化的目标相衔接，也考虑了经济增长潜力和支撑条件，体现了积极进取、奋发有为的要求。,"In setting the growth rate at around 5 percent, we have taken into account the need to boost employment and incomes and prevent and defuse risks. This growth rate is well aligned with the objectives of the 14th Five-Year Plan and the goal of basically realizing modernization.",1,2,1-2,0.5458,90,46,0.5111,False,,无需自动清洗 | 无需自动清洗,经济增长预期目标为5%左右，考虑了促进就业增收、防范化解风险等需要，并与“十四五”规划和基本实现现代化的目标相衔接，也考虑了经济增长潜力和支撑条件，体现了积极进取、奋发有为的要求。,"In setting the growth rate at around 5 percent, we have taken into account the need to boost employment and incomes and prevent and defuse risks. This growth rate is well aligned with the objectives of the 14th Five-Year Plan and the goal of basically realizing modernization.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,28,3,124,实现今年预期目标并非易事，需要政策聚焦发力、工作加倍努力、各方面齐心协力。,"It also takes account of the potential for growth and the conditions supporting growth and reflects the requirement to pursue progress and strive to deliver. Achieving this year's targets will not be easy, so we need to maintain policy focus, work harder, and mobilize the concerted efforts of all sides.",1,2,1-2,0.7265,37,50,1.3514,False,,无需自动清洗 | 无需自动清洗,实现今年预期目标并非易事，需要政策聚焦发力、工作加倍努力、各方面齐心协力。,"It also takes account of the potential for growth and the conditions supporting growth and reflects the requirement to pursue progress and strive to deliver. Achieving this year's targets will not be easy, so we need to maintain policy focus, work harder, and mobilize the concerted efforts of all sides.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,29,1,125,我们要坚持稳中求进、以进促稳、先立后破。,"We should adhere to the principles of pursuing progress while ensuring stability, promoting stability through progress, and establishing the new before abolishing the old. Stability is of overall importance, as it is the basis for everything we do.",1,2,1-2,0.9511,20,38,1.9,False,,无需自动清洗 | 无需自动清洗,我们要坚持稳中求进、以进促稳、先立后破。,"We should adhere to the principles of pursuing progress while ensuring stability, promoting stability through progress, and establishing the new before abolishing the old. Stability is of overall importance, as it is the basis for everything we do.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,29,2,126,稳是大局和基础，各地区各部门要多出有利于稳预期、稳增长、稳就业的政策，谨慎出台收缩性抑制性举措，清理和废止有悖于高质量发展的政策规定。,"All localities and government departments should adopt more policies that are conducive to keeping expectations, economic growth, and employment stable. They should take good care in formulating measures that could be contractionary or inhibitive in nature and overhaul or abolish policies and regulations that hinder high-quality development.",1,2,1-2,0.3453,67,47,0.7015,False,,无需自动清洗 | 无需自动清洗,稳是大局和基础，各地区各部门要多出有利于稳预期、稳增长、稳就业的政策，谨慎出台收缩性抑制性举措，清理和废止有悖于高质量发展的政策规定。,"All localities and government departments should adopt more policies that are conducive to keeping expectations, economic growth, and employment stable. They should take good care in formulating measures that could be contractionary or inhibitive in nature and overhaul or abolish policies and regulations that hinder high-quality development.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,29,3,127,进是方向和动力，该立的要积极主动立起来，该破的要在立的基础上坚决破，特别是要在转方式、调结构、提质量、增效益上积极进取。,"Making progress is our goal, and it is also what motivates us. Therefore, we should proactively establish what is needed and resolutely abolish what is obsolete once the new is in place.",1,2,1-2,0.6194,60,32,0.5333,False,,无需自动清洗 | 无需自动清洗,进是方向和动力，该立的要积极主动立起来，该破的要在立的基础上坚决破，特别是要在转方式、调结构、提质量、增效益上积极进取。,"Making progress is our goal, and it is also what motivates us. Therefore, we should proactively establish what is needed and resolutely abolish what is obsolete once the new is in place.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,29,4,128,强化宏观政策逆周期和跨周期调节，继续实施积极的财政政策和稳健的货币政策，加强政策工具创新和协调配合。,"In particular, we must push ahead with transforming the growth model, making structural adjustments, improving quality, and enhancing performance. We should intensify counter- and cross-cyclical adjustments through macro policies, continue to implement a proactive fiscal policy and a prudent monetary policy, and strengthen coordination between policy instruments while developing new ones.",1,2,1-2,0.329,50,51,1.02,False,,无需自动清洗 | 无需自动清洗,强化宏观政策逆周期和跨周期调节，继续实施积极的财政政策和稳健的货币政策，加强政策工具创新和协调配合。,"In particular, we must push ahead with transforming the growth model, making structural adjustments, improving quality, and enhancing performance. We should intensify counter- and cross-cyclical adjustments through macro policies, continue to implement a proactive fiscal policy and a prudent monetary policy, and strengthen coordination between policy instruments while developing new ones.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,30,1,129,积极的财政政策要适度加力、提质增效。综合考虑发展需要和财政可持续，用好财政政策空间，优化政策工具组合。,"We should appropriately enhance the intensity of our proactive fiscal policy and improve its quality and effectiveness. We should take into account both development needs and fiscal sustainability, leverage fiscal policy space, and improve the policy toolkit.",2,2,2-2,0.4373,51,37,0.7255,False,,无需自动清洗 | 无需自动清洗,积极的财政政策要适度加力、提质增效。综合考虑发展需要和财政可持续，用好财政政策空间，优化政策工具组合。,"We should appropriately enhance the intensity of our proactive fiscal policy and improve its quality and effectiveness. We should take into account both development needs and fiscal sustainability, leverage fiscal policy space, and improve the policy toolkit.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,30,2,130,赤字率拟按3%安排，赤字规模4.06万亿元，比上年年初预算增加1800亿元。,"We have set the deficit-to-GDP ratio for this year at 3 percent and the government deficit at 4.06 trillion yuan, an increase of 180 billion yuan over the 2023 budget figure. It is projected that fiscal revenue will continue to grow in 2024 and we will also have funds transferred from other sources;",1,2,1-2,0.5878,38,49,1.2895,False,,无需自动清洗 | 无需自动清洗,赤字率拟按3%安排，赤字规模4.06万亿元，比上年年初预算增加1800亿元。,"We have set the deficit-to-GDP ratio for this year at 3 percent and the government deficit at 4.06 trillion yuan, an increase of 180 billion yuan over the 2023 budget figure. It is projected that fiscal revenue will continue to grow in 2024 and we will also have funds transferred from other sources;",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,30,3,131,预计今年财政收入继续恢复增长，加上调入资金等，一般公共预算支出规模28.5万亿元、比上年增加1.1万亿元。,"on this basis, general public expenditures in the government budget are projected to reach 28.5 trillion yuan, an increase of 1.1 trillion yuan over last year. This year, 3.9 trillion yuan of special-purpose bonds for local governments will be issued, an increase of 100 billion yuan over last year.",1,2,1-2,0.17,53,45,0.8491,False,,无需自动清洗 | 无需自动清洗,预计今年财政收入继续恢复增长，加上调入资金等，一般公共预算支出规模28.5万亿元、比上年增加1.1万亿元。,"on this basis, general public expenditures in the government budget are projected to reach 28.5 trillion yuan, an increase of 1.1 trillion yuan over last year. This year, 3.9 trillion yuan of special-purpose bonds for local governments will be issued, an increase of 100 billion yuan over last year.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,30,4,132,拟安排地方政府专项债券3.9万亿元、比上年增加1000亿元。,"To systematically address funding shortages facing some major projects for building a great country and advancing national rejuvenation, it is proposed that, starting this year and over each of the next several years, ultra-long special treasury bonds be issued.",1,1,1-1,0.446,30,39,1.3,False,,无需自动清洗 | 无需自动清洗,拟安排地方政府专项债券3.9万亿元、比上年增加1000亿元。,"To systematically address funding shortages facing some major projects for building a great country and advancing national rejuvenation, it is proposed that, starting this year and over each of the next several years, ultra-long special treasury bonds be issued.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,30,5,133,为系统解决强国建设、民族复兴进程中一些重大项目建设的资金问题，从今年开始拟连续几年发行超长期特别国债，专项用于国家重大战略实施和重点领域安全能力建设，今年先发行1万亿元。,These bonds will be used to implement major national strategies and build up security capacity in key areas. One trillion yuan of such bonds will be issued in 2024.,1,2,1-2,1.0768,85,28,0.3294,False,,无需自动清洗 | 无需自动清洗,为系统解决强国建设、民族复兴进程中一些重大项目建设的资金问题，从今年开始拟连续几年发行超长期特别国债，专项用于国家重大战略实施和重点领域安全能力建设，今年先发行1万亿元。,These bonds will be used to implement major national strategies and build up security capacity in key areas. One trillion yuan of such bonds will be issued in 2024.,无需自动清洗,无需自动清洗
2024,01_report_2024.csv,30,6,134,现在很多方面都需要增加财政投入，要大力优化支出结构，强化国家重大战略任务和基本民生财力保障，严控一般性支出。,"Additional government investment is needed in many sectors this year. This means that we should further improve the structure of government spending, ensure sufficient funding for major national strategic tasks and efforts to meet the people's basic living needs, and strictly control general expenditures.",1,2,1-2,0.1712,54,44,0.8148,False,,无需自动清洗 | 无需自动清洗,现在很多方面都需要增加财政投入，要大力优化支出结构，强化国家重大战略任务和基本民生财力保障，严控一般性支出。,"Additional government investment is needed in many sectors this year. This means that we should further improve the structure of government spending, ensure sufficient funding for major national strategic tasks and efforts to meet the people's basic living needs, and strictly control general expenditures.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,30,7,135,中央财政加大对地方均衡性转移支付力度、适当向困难地区倾斜，省级政府要推动财力下沉，兜牢基层“三保”底线。,"The central government will increase transfer payments to local governments for ensuring equal access to basic public services, which will appropriately tilt toward regions facing economic difficulty. Governments at the provincial level, meanwhile, should allocate more fiscal resources to lower-level governments to see that, at the primary level, basic living needs are met, salaries are paid, and governments function smoothly.",1,2,1-2,0.4767,52,60,1.1538,False,,无需自动清洗 | 无需自动清洗,中央财政加大对地方均衡性转移支付力度、适当向困难地区倾斜，省级政府要推动财力下沉，兜牢基层“三保”底线。,"The central government will increase transfer payments to local governments for ensuring equal access to basic public services, which will appropriately tilt toward regions facing economic difficulty. Governments at the provincial level, meanwhile, should allocate more fiscal resources to lower-level governments to see that, at the primary level, basic living needs are met, salaries are paid, and governments function smoothly.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,30,8,136,落实好结构性减税降费政策，重点支持科技创新和制造业发展。,"We should fully implement structural tax and fee reduction policies, with priority given to supporting scientific and technological innovation and the development of the manufacturing sector.",1,1,1-1,0.1095,28,26,0.9286,False,,无需自动清洗 | 无需自动清洗,落实好结构性减税降费政策，重点支持科技创新和制造业发展。,"We should fully implement structural tax and fee reduction policies, with priority given to supporting scientific and technological innovation and the development of the manufacturing sector.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,30,9,137,严肃财经纪律，加强财会监督，严禁搞面子工程、形象工程，坚决制止铺张浪费。,We must tighten up financial and economic discipline and intensify oversight on accounting. Prestige and vanity projects and wasteful and excessive spending will be strictly prohibited.,1,2,1-2,0.2918,36,26,0.7222,False,,无需自动清洗 | 无需自动清洗,严肃财经纪律，加强财会监督，严禁搞面子工程、形象工程，坚决制止铺张浪费。,We must tighten up financial and economic discipline and intensify oversight on accounting. Prestige and vanity projects and wasteful and excessive spending will be strictly prohibited.,无需自动清洗,无需自动清洗
2024,01_report_2024.csv,30,10,138,各级政府要习惯过紧日子，真正精打细算，切实把财政资金用在刀刃上、用出实效来。,"Governments at every level must get used to keeping their belts tightened, run on lean budgets, and ensure that fiscal funds are used where they are needed most and to the best effect.",1,1,1-1,0.0425,38,33,0.8684,False,,无需自动清洗 | 无需自动清洗,各级政府要习惯过紧日子，真正精打细算，切实把财政资金用在刀刃上、用出实效来。,"Governments at every level must get used to keeping their belts tightened, run on lean budgets, and ensure that fiscal funds are used where they are needed most and to the best effect.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,31,1,139,稳健的货币政策要灵活适度、精准有效。,"We should implement a prudent monetary policy in a flexible, appropriate, targeted, and effective way.",1,1,1-1,0.1575,18,15,0.8333,False,,无需自动清洗 | 无需自动清洗,稳健的货币政策要灵活适度、精准有效。,"We should implement a prudent monetary policy in a flexible, appropriate, targeted, and effective way.",无需自动清洗,无需自动清洗
